Categoria,Keyword,Frequency
BT1,forçar,1
BT1,fotogrametr,1
BT1,funcionar,1
BT1,fundir,6
BT1,furar,1
BT1,garantir,1
BT1,gastar,1
BT1,generalizar,1
BT1,gerenciar,3
BT1,gostar,1
BT1,grampear,1
BT1,habilitar,1
BT1,hospedar,1
BT1,híbrer,1
BT1,híbrir,4
BT1,idealizar,1
BT1,identificar,39
BT1,ilustrar,3
BT1,impactar,1
BT1,implantar,1
BT1,implementar,13
BT1,importar,1
BT1,imprimir,1
BT1,inaugurar,1
BT1,inclinar,2
BT1,incluir,3
BT1,incorporar,2
BT1,indexar,1
BT1,indicar,1
BT1,indiquir,14
BT1,influencir,2
BT1,inserir,1
BT1,instalar,1
BT1,integrar,2
BT1,laminar,2
BT1,lançar,1
BT1,latão,1
BT1,lembrar,32
BT1,ler,3
BT1,levar,5
BT1,lidar,2
BT1,listar,19
BT1,listir,9
BT1,localizar,1
BT1,manipular,1
BT1,manter,1
BT1,mantir,1
BT1,marcar,2
BT1,medir,3
BT1,mega,1
BT1,meio-tom,2
BT1,melhorar,1
BT1,mencionar,1
BT1,mer,1
BT1,microprogramar,2
BT1,microrganismo,1
BT1,modificar,2
BT1,moldar,1
BT1,montar,1
BT1,morar,1
BT1,mostrar,27
BT1,mudar,1
BT1,métor,2
BT1,nascer,1
BT1,nmos,1
BT1,nomear,2
BT1,nuvem,2
BT1,obter,4
BT1,ocorrer,5
BT1,onliner,1
BT1,operar,1
BT1,organizar,8
BT1,orientar,3
BT1,padrão,1
BT1,pagar,1
BT1,palavrar,1
BT1,passa-altar,1
BT1,passo,2
BT1,pendurar,1
BT1,percorrer,1
BT1,permanecer,1
BT1,perr,1
BT1,pertencer,1
BT1,pesquisar,1
BT1,phased,1
BT1,pilho,2
BT1,pintar,1
BT1,pipeline,1
BT1,planejar,1
BT1,ponderar,1
BT1,pousar,1
BT1,precisar,2
BT1,predicar,1
BT1,preferer,1
BT1,preparar,2
BT1,priorizar,1
BT1,produzir,3
BT1,profur,1
BT1,projetar,8
BT1,propor,2
BT1,proteger,1
BT1,protender,1
BT1,provar,1
BT1,proxy,2
BT1,quadrada,1
BT1,querer,4
BT1,radar,1
BT1,realizar,19
BT1,rebitar,1
BT1,receber,2
BT1,recitar,9
BT1,recitir,4
BT1,reconhecer,24
BT1,reduzir,2
BT1,reforçar,4
BT1,regemr,1
BT1,regular,1
BT1,relacionar,4
BT1,remover,1
BT1,renomar,1
BT1,representar,5
BT1,reproduzir,12
BT1,reservar,1
BT1,resfriar,1
BT1,resolver,6
BT1,restringir,1
BT1,resumir,2
BT1,reter,2
BT1,rotular,8
BT1,rotule,1
BT1,rotule-o,1
BT1,rígir,1
BT1,sair,1
BT1,saltar,1
BT1,se,3
BT1,seguir,12
BT1,selecionar,2
BT1,significar,32
BT1,simetr,1
BT1,simplificar,1
BT1,simular,1
BT1,sobrecargo,3
BT1,sobrecarregar,4
BT1,sofrer,1
BT1,soldar,1
BT1,sombrear,1
BT1,stackr,1
BT1,subcamar,1
BT1,sujeitar,1
BT1,superar,2
BT1,superscalar,1
BT1,supor,1
BT1,suportar,3
BT1,suspender,1
BT1,sustentar,1
BT1,síncronar,3
BT1,sólir,2
BT1,tabular,7
BT1,ter,3
BT1,termopar,2
BT1,testemunhar,1
BT1,tomar,2
BT1,tornar,2
BT1,trabalhar,1
BT1,traceroute,1
BT1,transferir,2
BT1,transformar,2
BT1,tratar,3
BT1,trazer,1
BT1,traçar,1
BT1,treliçar,1
BT1,triestar,1
BT1,trocar,1
BT1,unir,1
BT1,usar,117
BT1,utilizar,8
BT1,variar,1
BT1,vencir,1
BT1,ver,1
BT1,verificar,1
BT1,versus,1
BT1,vincular,4
BT1,visitar,2
BT1,vivenciar,1
BT1,viver,3
BT1,válvular,1
BT1,vírgular,1
BT1,zeólito,1
BT1,úmir,4
BT2,8,1
BT2,DSL,1
BT2,Dar,1
BT2,MOET,1
BT2,VL,1
BT2,abordar,6
BT2,abreviar,1
BT2,abrir,6
BT2,acabar,1
BT2,achar,1
BT2,acontecer,9
BT2,acoplar,3
BT2,acreditar,1
BT2,adaptar,6
BT2,adequar,7
BT2,adicionar,1
BT2,administrar,1
BT2,adotar,5
BT2,aerar,2
BT2,afetar,23
BT2,afirmar,1
BT2,afundar,1
BT2,agilizar,1
BT2,agregar,3
BT2,agrupar,2
BT2,ajudar,8
BT2,ajustar,2
BT2,ajustir,1
BT2,alavancar,1
BT2,algoritmo,1
BT2,alistir,1
BT2,alocar,2
BT2,analisar,25
BT2,anotar,1
BT2,antecipar,2
BT2,aplicar,12
BT2,apoiar,2
BT2,aprender,5
BT2,aprendizar,2
BT2,apresentar,6
BT2,aprimorar,5
BT2,apropriar,26
BT2,aproveitar,2
BT2,armar,5
BT2,armazenar,1
BT2,aspecto,1
BT2,assemelhar,1
BT2,assimilar,2
BT2,assister,1
BT2,associar,5
BT2,assíncronar,1
BT2,atender,1
BT2,aterrar,2
BT2,atingir,7
BT2,atrapalhar,1
BT2,atrasar,1
BT2,atribuir,1
BT2,atualizar,1
BT2,atuar,3
BT2,auditar,1
BT2,aumentar,10
BT2,autoclavar,2
BT2,autolubrificar,1
BT2,automontar,2
BT2,autorizar,1
BT2,auxiliar,2
BT2,avaliar,12
BT2,avançar,1
BT2,backups,1
BT2,basear,6
BT2,beneficiar,1
BT2,bloquear,1
BT2,buscar,1
BT2,ca,1
BT2,cachar,1
BT2,cache,1
BT2,cair,1
BT2,calcular,8
BT2,camar,1
BT2,captar,1
BT2,caracterizar,1
BT2,causar,4
BT2,celular,1
BT2,centralizar,1
BT2,certificar,1
BT2,chamar,2
BT2,citar,27
BT2,classificar,6
BT2,coletar,1
BT2,colocar,1
BT2,começar,2
BT2,compactar,1
BT2,comparar,7
BT2,compartilhar,4
BT2,competir,1
BT2,compilar,1
BT2,completir,1
BT2,compor,3
BT2,comportar,1
BT2,compreender,1
BT2,comunicar,3
BT2,concentrar,2
BT2,concordar,1
BT2,conduzir,9
BT2,conectar,1
BT2,configurar,6
BT2,confinar,1
BT2,conformidade,1
BT2,conhecer,2
BT2,conseguir,3
BT2,considerar,27
BT2,construir,3
BT2,continuar,1
BT2,contrastar,2
BT2,contrastir,1
BT2,contribuir,6
BT2,controlar,4
BT2,copiar,1
BT2,corresponder,1
BT2,corrigir,1
BT2,cortar,1
BT2,criar,10
BT2,cruzar,2
BT2,cultivar,1
BT2,curva,1
BT2,curvar,5
BT2,dar,28
BT2,decidir,3
BT2,declarar,4
BT2,deduzir,1
BT2,defender,1
BT2,definar,4
BT2,definir,14
BT2,deixar,1
BT2,delinear,1
BT2,demanr,1
BT2,demonstrar,1
BT2,denominar,1
BT2,deparar,3
BT2,depender,3
BT2,depositar,2
BT2,depreciar,1
BT2,derivar,2
BT2,derive,1
BT2,derivir,2
BT2,desabrochar,1
BT2,desbalancear,1
BT2,descobrir,3
BT2,descrevar,3
BT2,descrever,122
BT2,desejar,1
BT2,desempenhar,1
BT2,desenhar,34
BT2,desenher,16
BT2,desenvolver,7
BT2,desestabilizar,1
BT2,destacar,1
BT2,detalhar,3
BT2,detectar,3
BT2,determinar,11
BT2,diagnosticar,1
BT2,diferenciar,2
BT2,diluír,2
BT2,dimensionar,1
BT2,dimensionariar,1
BT2,direcionar,1
BT2,discutar,166
BT2,discutir,125
BT2,distribuir,7
BT2,dividir,2
BT2,dizer,3
BT2,dobrar,1
BT2,documentar,1
BT2,dominar,1
BT2,dopar,2
BT2,elaborar,9
BT2,ele,1
BT2,eliminar,1
BT2,embasar,1
BT2,emitir,2
BT2,empregar,4
BT2,emprestar,1
BT2,encontrar,6
BT2,endurecer,3
BT2,enfatizar,1
BT2,enfrentar,2
BT2,engajar,1
BT2,ensinar,6
BT2,entender,12
BT2,entrar,3
BT2,envenenar,1
BT2,envolver,16
BT2,equilibrar,1
BT2,escar,1
BT2,esclarecer,1
BT2,escolher,3
BT2,escrever,46
BT2,escritar,1
BT2,espalhar,1
BT2,especificar,2
BT2,esperar,3
BT2,estabelecer,5
BT2,estabilizar,1
BT2,estado,1
BT2,estimar,4
BT2,estipular,1
BT2,estruturar,1
BT2,estudar,3
BT2,evitar,5
BT2,evocar,1
BT2,evoluir,1
BT2,exceder,1
BT2,excitar,1
BT2,excluir,1
BT2,executar,6
BT2,exercer,2
BT2,exiber,1
BT2,exigir,3
BT2,existir,12
BT2,experimentar,1
BT2,explicar,138
BT2,exprer,1
BT2,expresser,1
BT2,exprimir,3
BT2,extrair,4
BT2,extrovertir,1
BT2,fabricar,3
BT2,facilitar,2
BT2,factoryr,1
BT2,failover,2
BT2,falar,2
BT2,fazer,6
BT2,fechar,1
BT2,federar,1
BT2,fertilizar,1
BT2,ficar,2
BT2,finito,2
BT2,fluxo,1
BT2,foliar,2
BT2,formar,6
BT2,formular,1
BT2,fornecer,22
BT2,forneçar,16
BT2,forneçrar,1
BT2,funcionar,6
BT2,ganhar,2
BT2,garantir,10
BT2,generalizar,1
BT2,gerar,7
BT2,gerenciar,3
BT2,haver,6
BT2,heap,1
BT2,herbicida,1
BT2,híbrer,1
BT2,idealizar,1
BT2,identificar,15
BT2,ilustrar,12
BT2,imobilizar,3
BT2,impactar,1
BT2,impedir,1
BT2,implantar,2
BT2,implementar,14
BT2,implicar,1
BT2,inclinar,1
BT2,incluir,9
BT2,incorporario,1
BT2,indicar,2
BT2,indiquir,4
BT2,inferir,11
BT2,influenciar,6
BT2,influencir,6
BT2,informar,2
BT2,integrar,4
BT2,interagir,1
BT2,interessar,1
BT2,interpretar,45
BT2,interpretir,30
BT2,intervalar,1
BT2,intitular,1
BT2,introduzir,1
BT2,intrínseca,1
BT2,intrínseco,1
BT2,isolar,1
BT2,julgar,1
BT2,laminar,1
BT2,learning,1
BT2,legar,1
BT2,ler,2
BT2,levar,7
BT2,lidar,8
BT2,listar,2
BT2,listir,4
BT2,líquido-líquido,1
BT2,manter,7
BT2,mantir,1
BT2,maximizar,3
BT2,mecanismo,1
BT2,medir,4
BT2,melhorar,17
BT2,mencionar,2
BT2,mer,1
BT2,minimizar,6
BT2,misturar,1
BT2,mitigar,5
BT2,mitigá-lar,1
BT2,modelar,3
BT2,modelariar,2
BT2,modificar,2
BT2,monitor,1
BT2,morrer,2
BT2,mostrar,10
BT2,mover,1
BT2,mudar,3
BT2,método,1
BT2,navegar,1
BT2,nomear,2
BT2,normalizar,1
BT2,notificar,1
BT2,nuvem,4
BT2,nuver,1
BT2,nuvir,1
BT2,observar,1
BT2,observer,1
BT2,obter,4
BT2,ocorrer,3
BT2,oculto,1
BT2,oferecer,2
BT2,ondas,1
BT2,online,1
BT2,onliner,3
BT2,operar,3
BT2,optar,1
BT2,ordenar,12
BT2,orientar,5
BT2,otimizar,11
BT2,otimizariar,1
BT2,pagar,1
BT2,parafrasear,3
BT2,parafusar,1
BT2,partir,1
BT2,passar,2
BT2,pedir,1
BT2,pensar,4
BT2,perceber,1
BT2,permanecer,2
BT2,permitir,4
BT2,personalizar,1
BT2,pertencer,1
BT2,pesar,2
BT2,piscar,1
BT2,planejar,4
BT2,poder,5
BT2,polarizar,2
BT2,poluir,1
BT2,poluír,1
BT2,políticar,1
BT2,possuir,1
BT2,praticar,1
BT2,precisar,1
BT2,predefinir,1
BT2,preparar,1
BT2,prescrever,1
BT2,prevenir,1
BT2,prever,17
BT2,priorizar,2
BT2,processar,1
BT2,procurar,1
BT2,produzir,1
BT2,profundo,1
BT2,proibir,1
BT2,projetar,15
BT2,prolongar,1
BT2,promover,3
BT2,propor,1
BT2,proporcionar,1
BT2,proteger,7
BT2,protender,1
BT2,provisionar,1
BT2,proíber,1
BT2,pré-moldar,1
BT2,pré-processaria,4
BT2,pôster,2
BT2,quadrada,1
BT2,quebrar,2
BT2,querer,1
BT2,raciocinar,1
BT2,radar,1
BT2,rastrear,1
BT2,reafirmariar,1
BT2,realizar,7
BT2,realizariar,1
BT2,rebitar,1
BT2,recompensa,1
BT2,reconstruir,3
BT2,recém-assar,1
BT2,reduzer,1
BT2,reduzir,10
BT2,reescrever,4
BT2,reestruturar,1
BT2,referir,3
BT2,refinar,2
BT2,refletir,2
BT2,reforçar,2
BT2,registrar,1
BT2,regular,2
BT2,relacionar,10
BT2,relacioner,1
BT2,relatar,1
BT2,remover,3
BT2,representar,8
BT2,requerer,2
BT2,resolver,4
BT2,resolvir,1
BT2,responder,1
BT2,restringir,1
BT2,resumir,4
BT2,retornar,1
BT2,retratar,1
BT2,revestir,1
BT2,revolucionar,2
BT2,rotular,4
BT2,rotule,4
BT2,ruído,1
BT2,saber,1
BT2,sair,1
BT2,salvar,1
BT2,saturar,1
BT2,seguir,2
BT2,selecionar,4
BT2,selecionario,1
BT2,semissupervisionar,1
BT2,separar,3
BT2,servir,2
BT2,significar,4
BT2,simplificar,1
BT2,simularir,1
BT2,sobreviver,1
BT2,sofrer,1
BT2,solda,1
BT2,soldar,2
BT2,solicitar,2
BT2,solucionar,3
BT2,sombrear,1
BT2,sugerir,1
BT2,sugirar,2
BT2,sujeitar,2
BT2,supervisionar,4
BT2,supracitar,1
BT2,surgir,1
BT2,sustentar,3
BT2,síncronar,2
BT2,sólido,1
BT2,sólir,2
BT2,tender,1
BT2,tensão-vido,1
BT2,tentar,2
BT2,teorizar,1
BT2,ter,3
BT2,termopar,1
BT2,testar,2
BT2,tirar,3
BT2,tomar,8
BT2,tornar,7
BT2,tr,1
BT2,trabalhar,4
BT2,tracar,2
BT2,traduzir,4
BT2,transferir,1
BT2,transmitir,4
BT2,transportar,2
BT2,tratar,5
BT2,trazer,3
BT2,traçar,1
BT2,treinar,5
BT2,try,1
BT2,unificar,1
BT2,usar,106
BT2,utilizar,7
BT2,vapor,2
BT2,variar,1
BT2,vender,2
BT2,via,1
BT2,vincular,1
BT2,visualizar,2
BT2,voltar,1
BT2,ácido,2
BT2,úmir,2
BT3,240,2
BT3,PrintStream,1
BT3,VL,1
BT3,abastecer,1
BT3,abordar,2
BT3,abrir,2
BT3,absorver,1
BT3,acabar,2
BT3,aceitar,2
BT3,acionar,1
BT3,acomodar,3
BT3,aconselhar,1
BT3,acontecer,6
BT3,acoplar,1
BT3,acrescentar,1
BT3,adequar,2
BT3,adicionar,4
BT3,adicione-a,1
BT3,adotar,1
BT3,afetar,4
BT3,agendar,1
BT3,agregar,2
BT3,agrupar,1
BT3,ajudar,1
BT3,ajuste,1
BT3,alcançar,1
BT3,algarismo,1
BT3,algoritmo,6
BT3,alterar,1
BT3,alternar,5
BT3,amortecer,1
BT3,analisar,74
BT3,analiser,4
BT3,anotar,1
BT3,aplicar,92
BT3,apoiar,18
BT3,apresentar,2
BT3,apropriar,3
BT3,aproximar,2
BT3,aquecir,1
BT3,areiar,1
BT3,armar,1
BT3,arredonder,1
BT3,articular,2
BT3,associar,6
BT3,assumir,2
BT3,atingir,3
BT3,atribuir,2
BT3,atualizar,1
BT3,atuar,5
BT3,aumentar,13
BT3,automatizado,1
BT3,automatizar,3
BT3,autorizar,1
BT3,autônomo,2
BT3,autônor,2
BT3,avaliar,57
BT3,avançar,2
BT3,balancear,2
BT3,basear,7
BT3,bissectar,1
BT3,bloquear,1
BT3,cair,4
BT3,calcular,34
BT3,caminhar,1
BT3,cana-de-açúcar,1
BT3,cantilever,1
BT3,carregar,7
BT3,categorize,1
BT3,centrar,4
BT3,certificar,1
BT3,chamar,1
BT3,chegar,1
BT3,circular,5
BT3,citar,2
BT3,classificar,2
BT3,cm,1
BT3,cobrar,1
BT3,cobrir,1
BT3,coeso,1
BT3,coletar,1
BT3,colocar,3
BT3,combinar,1
BT3,comercializar,2
BT3,começar,1
BT3,compactar,1
BT3,competir,1
BT3,compor,7
BT3,comprar,3
BT3,comprimer,1
BT3,comprometer,1
BT3,concentrar,2
BT3,conduzir,5
BT3,conectar,14
BT3,configurar,5
BT3,conseguir,7
BT3,considerar,8
BT3,considerer,3
BT3,consistir,7
BT3,construar,12
BT3,construir,10
BT3,construír,1
BT3,consumir,4
BT3,contenhir,1
BT3,conter,3
BT3,controlar,4
BT3,convertar,4
BT3,copiar,3
BT3,corriger,1
BT3,corrigir,1
BT3,criar,12
BT3,cruzar,4
BT3,cumprir,1
BT3,curva,1
BT3,curvar,1
BT3,dar,50
BT3,decidir,1
BT3,declarar,1
BT3,decliver,1
BT3,definir,3
BT3,deformar,1
BT3,delimitar,2
BT3,demanda,1
BT3,demandar,2
BT3,demonstrar,29
BT3,derivar,1
BT3,derive,6
BT3,deriver,1
BT3,descarga,1
BT3,descarregar,1
BT3,descobrir,2
BT3,desconhecer,3
BT3,descrever,25
BT3,descubrar,1
BT3,desenhar,26
BT3,desenher,12
BT3,desenvolver,19
BT3,desfrutar,3
BT3,desligar,1
BT3,deslocar,1
BT3,detalhar,2
BT3,detectar,5
BT3,determinar,28
BT3,determinir,1
BT3,determinirar,3
BT3,difer,1
BT3,digitar,1
BT3,diminuar,1
BT3,direcionar,2
BT3,discutar,25
BT3,dispor,1
BT3,disputar,1
BT3,dissipar,1
BT3,dissolver,1
BT3,distribuir,6
BT3,dividir,1
BT3,diviser,1
BT3,dobrar,2
BT3,dopar,3
BT3,drenar,1
BT3,dy,1
BT3,elaborar,2
BT3,ele,2
BT3,eles,2
BT3,emitir,1
BT3,empacotar,1
BT3,emprestar,1
BT3,encadear,6
BT3,encerrar,1
BT3,encontrar,23
BT3,enfrentar,2
BT3,enrolar,1
BT3,ensinar,1
BT3,entender,10
BT3,envelhecir,1
BT3,envolver,52
BT3,equilibrar,4
BT3,equipar,2
BT3,escalar,1
BT3,escolher,2
BT3,escrever,66
BT3,especializar,2
BT3,especificar,4
BT3,esperar,6
BT3,estabilizar,1
BT3,estar,3
BT3,esticar,4
BT3,estimar,2
BT3,estudar,5
BT3,evacuar,1
BT3,evitar,3
BT3,exceder,1
BT3,excitar,1
BT3,excluir,2
BT3,executar,4
BT3,exercer,4
BT3,existar,1
BT3,existir,1
BT3,expandir,1
BT3,experimentar,9
BT3,explicar,18
BT3,explorar,2
BT3,expressar,2
BT3,exprimir,1
BT3,extrair,3
BT3,eï€ï€,1
BT3,fabricar,1
BT3,falar,2
BT3,falhar,2
BT3,far,1
BT3,fazer,11
BT3,fechar,8
BT3,ficar,1
BT3,figurar,1
BT3,financiar,1
BT3,finito,2
BT3,fixar,2
BT3,flip-flop,4
BT3,fluir,4
BT3,formar,3
BT3,former,1
BT3,formular,1
BT3,fornecer,20
BT3,fornecir,12
BT3,fortalecer,1
BT3,funcionar,9
BT3,funder,1
BT3,fundir,2
BT3,galvanizar,1
BT3,ganhar,1
BT3,garantir,10
BT3,gastar,2
BT3,gerador,1
BT3,gerar,8
BT3,gerenciar,6
BT3,girar,5
BT3,habilitar,1
BT3,haver,1
BT3,herdar,1
BT3,identificar,18
BT3,ilustrar,5
BT3,implantar,5
BT3,implementar,14
BT3,impor,2
BT3,inclinar,1
BT3,incluir,2
BT3,indicar,1
BT3,indiquir,3
BT3,induzir,1
BT3,influenciar,1
BT3,influencir,2
BT3,informar,1
BT3,ingerir,1
BT3,iniciar,2
BT3,inserir,8
BT3,inspecionar,1
BT3,instalar,2
BT3,integrar,2
BT3,interpretar,7
BT3,interpretir,2
BT3,introduzir,2
BT3,inverter,1
BT3,invester,1
BT3,investigar,7
BT3,iogurte,2
BT3,isolar,1
BT3,justificar,10
BT3,l,2
BT3,laminar,3
BT3,lançar,13
BT3,ler,1
BT3,levar,1
BT3,liberar,1
BT3,lidar,4
BT3,liderar,1
BT3,ligar,1
BT3,limitar,1
BT3,limpar,1
BT3,lisar,2
BT3,lutar,1
BT3,manipular,1
BT3,manter,8
BT3,mantir,1
BT3,mapeia,2
BT3,maximizar,3
BT3,mecanismo,1
BT3,medir,6
BT3,melhorar,15
BT3,minimizar,6
BT3,mitigar,6
BT3,modificar,4
BT3,modular,1
BT3,monitorar,1
BT3,montar,1
BT3,morrer,1
BT3,mostrar,70
BT3,mostrear,1
BT3,mover,6
BT3,mudar,1
BT3,negociar,2
BT3,nuvem,7
BT3,observar,3
BT3,obter,23
BT3,ocorr,1
BT3,ocorrer,5
BT3,ohmsr,1
BT3,onliner,1
BT3,operar,3
BT3,orientar,1
BT3,oscilar,1
BT3,otimizar,29
BT3,p,1
BT3,p(2,1
BT3,padrão,1
BT3,pagar,3
BT3,parar,1
BT3,passar,1
BT3,pdf,1
BT3,percorrir,1
BT3,permanecer,1
BT3,permitir,3
BT3,personalizar,4
BT3,pesar,2
BT3,placar,3
BT3,planejar,2
BT3,player,1
BT3,poder,6
BT3,polegar,1
BT3,polir,1
BT3,posfix,1
BT3,precisar,1
BT3,preferir,1
BT3,prefixar,3
BT3,preparar,2
BT3,preservar,1
BT3,prevenir,7
BT3,prever,30
BT3,priorizar,1
BT3,processar,3
BT3,produzir,9
BT3,profundo,1
BT3,profur,1
BT3,projetar,28
BT3,projeter,2
BT3,prolongar,1
BT3,promover,3
BT3,propor,29
BT3,proporcionar,1
BT3,propuser,1
BT3,proteger,7
BT3,provar,3
BT3,pré-ordem,1
BT3,puxar,1
BT3,página,2
BT3,pós-ordem,1
BT3,público-privar,1
BT3,quadrada,3
BT3,quadrar,3
BT3,quantificar,1
BT3,queimar,1
BT3,querer,2
BT3,questionar,1
BT3,quicar,1
BT3,químico,1
BT3,realizar,6
BT3,rebocar,1
BT3,receber,4
BT3,reconhecer,2
BT3,reconstruir,2
BT3,recém-encerrar,2
BT3,reduzir,18
BT3,referir,1
BT3,registrar,2
BT3,regular,1
BT3,relacionar,9
BT3,relatar,1
BT3,relé,1
BT3,remediar,1
BT3,remover,2
BT3,representar,2
BT3,resolr,1
BT3,resolvar,3
BT3,resolver,37
BT3,responder,1
BT3,restringir,1
BT3,retangular,2
BT3,reter,1
BT3,retirar,2
BT3,retémr,1
BT3,robustez,1
BT3,rodar,1
BT3,rolar,1
BT3,roscar,1
BT3,rotular,4
BT3,rotule,2
BT3,rotuler,1
BT3,rpm,9
BT3,rígir,1
BT3,saber,1
BT3,sacar,1
BT3,saturar,1
BT3,se,2
BT3,seguir,21
BT3,selecionar,4
BT3,separar,3
BT3,ser,1
BT3,sermir,1
BT3,simplificar,1
BT3,simular,1
BT3,sincronizar,2
BT3,sintetizar,1
BT3,sobrecarregar,1
BT3,sofrer,2
BT3,subdividir,1
BT3,subir,1
BT3,submeter,8
BT3,submetir,7
BT3,substituir,1
BT3,sugirar,1
BT3,sujeitar,2
BT3,superar,1
BT3,supervisionar,2
BT3,supor,4
BT3,suportar,18
BT3,support,1
BT3,suspender,1
BT3,sustentar,1
BT3,sxiy,1
BT3,síncronar,1
BT3,sï,1
BT3,sï€,1
BT3,sólido,1
BT3,t,1
BT3,t3r,1
BT3,ter,7
BT3,terminar,3
BT3,tesla,2
BT3,testar,6
BT3,tirar,4
BT3,tomar,4
BT3,tonelada,9
BT3,tornar,3
BT3,tr,5
BT3,trabalhar,7
BT3,tracar,1
BT3,traduzir,1
BT3,transcrever,1
BT3,transferir,1
BT3,transformar,1
BT3,transmitir,3
BT3,transportar,2
BT3,traçar,1
BT3,treinar,2
BT3,tripular,1
BT3,unir,2
BT3,usar,195
BT3,utilizar,3
BT3,validar,1
BT3,vapor,1
BT3,vencer,1
BT3,vender,1
BT3,verificar,2
BT3,verificariar,1
BT3,versus,4
BT3,via,1
BT3,vincular,1
BT3,visar,1
BT3,voltar,1
BT3,vírgular,1
BT3,z2,1
BT3,zxj,1
BT3,zï,1
BT3,®,2
BT3,Ë†Ë†r,1
BT3,â€,1
BT3,ïƒ,2
BT3,ïƒ¥ï€,1
BT3,†â€,1
BT4,Aerogel,1
BT4,Learning,2
BT4,Unidos,1
BT4,abordar,1
BT4,abrir,2
BT4,acessar,2
BT4,acomodar,1
BT4,acontecer,5
BT4,acrescer,1
BT4,adequar,5
BT4,adiar,1
BT4,adicionar,1
BT4,adotar,1
BT4,aerar,1
BT4,afetar,8
BT4,afirmar,1
BT4,agregar,2
BT4,ajudar,6
BT4,ajustar,1
BT4,ajustir,1
BT4,algoritmo,4
BT4,alimentar,1
