Questões,Categoria,id_pergunta
esboce um gráfico de velocidade versus tempo para as partes ascendente e descendente do voo de uma bola,BT3,206
Analise os aspectos seguros e perigosos desses recursos.,BT4,207
Analise as características dos sapos.,BT4,208
Analise os movimentos e sons de um sapo.,BT4,209
"Analisar o problema, identificando suas variáveis.",BT4,210
Descreva os componentes de uma câmera de filme padrão e explique como eles interagem para fazer a máquina funcionar.,BT4,211
Divida as principais ações da história.,BT4,212
"Ao comparar o mapa das placas tectônicas com o mapa de terremotos, que inferências você pode tirar?",BT4,213
Você pode comparar seu . . . com aquele apresentado em . . .?,BT4,214
Você consegue distinguir entre...?,BT4,215
Você pode explicar o que deve ter acontecido quando...?,BT4,216
Você consegue encontrar quatro sentimentos diferentes que Pa Lia teve durante a história?,BT4,217
Compare e contraste os animais que a turma criou.,BT4,218
Compare e contraste nossa escola com outras comunidades.,BT4,219
"Compare e contraste perguntas de pré-visualização, perguntas esclarecedoras e perguntas previstas para o exame, incluindo como cada uma delas se relaciona com o processo de anotações?",BT4,220
Compare e contraste o modelo em cascata com o modelo de prototipagem.,BT4,221
Compare e contraste dois personagens do livro.,BT4,222
Compare o outono e a primavera,BT4,223
Compare animais herbívoros e carnívoros em um diagrama de Venn.,BT4,224
Compare como diferentes crianças chegam à escola.,BT4,225
Compare o lugar onde a história aconteceu com o lugar onde você mora.,BT4,226
Compare este livro com o último livro que você leu.,BT4,227
Compare três celebrações usando um diagrama de Venn.,BT4,228
Compare dois comerciais de comida para cães. Qual é a diferença entre eles e como ambos vendem seus produtos?,BT4,229
Compare dois personagens deste livro.,BT4,230
Conduzir uma investigação para produzir informações que sustentem uma opinião.,BT4,231
Compare a construção na zona costeira com a construção em uma planície de inundação de rio.,BT4,232
Compare os atletas olímpicos de hoje com os atletas dos Jogos Olímpicos passados.,BT4,233
Diferencie .call por valor e chamada por referência.,BT4,234
Diferencie chamadas da função printf para exibir prompts e para ecoar dados.,BT4,235
Distinguir entre micro e macroeconomia.,BT4,236
Distinguir fatos de hipóteses,BT4,237
"Divida a história em evento inicial, ação crescente, clímax e ação decrescente",BT4,238
"Examine o que ajuda a fazer uma boa Olimpíada? Pense em dinheiro, cronogramas, esportes e pessoas.",BT4,239
"Explique o termo famílias conjugais, fazendo referência aos diferentes tipos de sociedades às quais elas podem pertencer.",BT4,240
analise os pontos positivos e negativos apresentados sobre a abolição das armas e escreva uma breve narrativa (2 a 3 páginas) de sua análise.,BT4,241
Diferencie as passagens que atacam um oponente político pessoalmente e aquelas que atacam os programas políticos de um oponente.,BT4,242
Como seu animal de estimação é diferente de outros animais?,BT4,243
Como... se compara/contrasta com...?,BT4,244
Como . . . é semelhante a . . .?,BT4,245
Como era a vida na sua cidade há 100 anos?,BT4,246
Como isso era semelhante a...?,BT4,247
Como essa história seria diferente se tivesse acontecido em outro país?,BT4,248
Como você distinguiria entre polimiosite e miosite viral em um homem de 42 anos com fraqueza e erupção cutânea?,BT4,249
"Se sua história aconteceu em um país estrangeiro, compare esse país aos Estados Unidos.",BT4,250
"Se sua história ocorreu há muito tempo, compare aquela época com hoje em um bom parágrafo. Se fosse uma história moderna, compare-a com muito tempo atrás e diga o que seria diferente.",BT4,251
Investigue inovações que possam melhorar as futuras Olimpíadas.,BT4,252
Faça um diagnóstico ou analise um estudo de caso.,BT4,253
Selecione o atleta do século e analise por que você escolheu essa pessoa.,BT4,254
"Se os juros fossem compostos mensalmente em vez de diariamente, qual seria a diferença nos juros?",BT4,255
Quais são as partes ou características de...?,BT4,256
Distinguir entre os seguintes dando exemplos adequados,BT4,257
Distinguir entre tipos de data abstratos (ADTs) e implementações de ADTs,BT4,258
"Como você distingue entre o tipo de compulsão alimentar/purgação da anorexia nervosa e a bulimia nervosa, tipo purgação?",BT4,259
Em que a vacina Tdap difere da vacina Td?,BT4,260
Como a autonomia difere com a idade,BT4,261
De que forma as infratoras diferem dos infratores?,BT4,262
de que forma os padrões de trajetória diferem de acordo com o ABC,BT4,263
Como os psicólogos diferem em suas atitudes gerais em relação à presença de terceiros,BT4,264
Como os jornais chineses diferem dos jornais americanos?,BT4,265
Como os relatórios de saúde pública diferem hoje dos relatórios de dois anos atrás?,BT4,266
Qual é a diferença entre um endosso e um certificado de ensino?,BT4,267
Como diferenciamos entre comprador genuíno e comprador disfarçado,BT4,268
Como diferenciar uma entrevista de um interrogatório?,BT4,269
Diferencie os seguintes termos juntamente com exemplos apropriados,BT4,270
Diferencie as seguintes funções usando a regra do quociente,BT4,271
Você consegue diferenciar entre chineses étnicos e coreanos étnicos?,BT4,272
Como você diferenciaria apneias obstrutivas de apneias centrais?,BT4,273
Como você diferenciaria um projeto de um programa,BT4,274
Como o progresso científico é semelhante à evolução darwiniana de acordo com Kuhn?,BT4,275
de que forma a oxiperoxidase é semelhante a outras proteínas heme oxigenadas e como ela difere,BT4,276
Aplicar e integrar diversas estratégias diferentes para resolver um problema matemático (não de acordo com uma fórmula).,BT6,277
Você pode criar usos novos e incomuns para...?,BT6,278
Você pode projetar um . . . para . . .?,BT6,279
Você pode desenvolver uma proposta que...?,BT6,280
Você pode inventar outro personagem para a história?,BT6,281
Você consegue ver uma solução possível para...?,BT6,282
Você pode escrever uma nova receita para um prato saboroso?,BT6,283
Escolha um personagem. Reescreva uma cena da história do ponto de vista desse personagem.,BT6,284
Combine quaisquer dois esportes para desenvolver um novo esporte olímpico.,BT6,285
"Combine elementos de drama, música e dança em uma apresentação no palco.",BT6,286
Crie uma história para a turma.,BT6,287
Componha um diálogo entre Atticus Finch e Tom Robinson quando eles se conheceram.,BT6,288
Componha um ritmo ou adicione novas palavras a uma melodia conhecida.,BT6,289
Componha um rap ou uma rima simples sobre animais de zoológico.,BT6,290
Componha uma música para uma peça sobre sapos.,BT6,291
Componha um programa C completo que leia sequências de texto de um arquivo de texto em um banco de dados adequado,BT6,292
Crie um dispositivo que ajude um atleta em seu treinamento.,BT6,293
Componha uma obra original que incorpore cinco materiais comuns em escultura.,BT6,294
Crie seu próprio modelo de anotações que incorpore todas as vantagens do Método Cornell.,BT6,295
Crie um gráfico que compare coisas que usam eletricidade e coisas que NÃO usam eletricidade.,BT6,296
Crie um novo produto. Dê um nome a ele e planeje uma campanha de marketing.,BT6,297
"Crie uma nova música para a primeira frase de ""Mary had a little lamb"".",BT6,298
Crie um conjunto de diretrizes para determinar os pontos de uma planta suscetíveis à corrosão localizada.,BT6,299
Crie um storyboard para uma continuação do seu livro. Use os mesmos personagens.,BT6,300
Crie uma equação para representar a solução deste problema.,BT6,301
Crie e encene uma peça sobre sapos.,BT6,302
Crie um plano do ambiente local desenhando ao redor das caixas.,BT6,303
Projetar um edifício de acordo com as especificações fornecidas,BT6,304
projetar uma estratégia econômica para gerar dados confiáveis.,BT6,305
Projetar uma máquina para executar uma tarefa específica.,BT6,306
Crie um novo animal para viver na selva.,BT6,307
Crie um pôster para este livro.,BT6,308
Projetar um cenário de teste para avaliar a suscetibilidade de uma liga a ser usada em um determinado ambiente?,BT6,309
Desenhe e faça um animal que se mova.,BT6,310
Crie figurinos para os personagens.,BT6,311
Projetar a arquitetura do sistema de software com base nos requisitos definidos no documento Especificação de Requisitos de Software,BT6,312
Desenvolva uma hipótese.,BT6,313
Desenvolver um plano para um novo Sistema de Candidatura Olímpica.,BT6,314
Desenvolva um Plano de SQA para um projeto de desenvolvimento de software definido no documento em anexo.,BT6,315
"Desenvolva uma maneira de ensinar o conceito de ""adjetivos"".",BT6,316
Desenvolva um final plausível para todos os três contos abaixo.,BT6,317
Crie um novo sistema econômico baseado nos que já existem.,BT6,318
Elabore planos para comercializar ou tornar a obra de arte mais valiosa.,BT6,319
Desenhe uma pintura que utilize vários princípios de perspectiva para obter seu efeito.,BT6,320
"Explique como o conceito biológico de relações simbióticas pode ser usado para ajudar a resolver problemas criados socialmente, como poluição da água, aterros sanitários transbordando ou falta de moradia.",BT6,321
Explique por que é provável que um sistema familiar matriarcal seja encontrado em uma sociedade matrilocal ou matrilinear.,BT6,322
"Após a identificação das formas de corrosão envolvidas em uma falha, recomenda uma solução para evitar essa falha?",BT6,323
"Dadas duas teorias opostas, crie um experimento para compará-las.",BT6,324
Como poderíamos determinar o número de moedas em um pote sem contá-las?,BT6,325
Como você poderia reescrever essa história com um cenário urbano?,BT6,326
como as cláusulas e expressões fornecidas no artigo que substituem as instruções GOTO levam às três instruções de controle tradicionais,BT6,327
De quantas maneiras você pode...?,BT6,328
Como os EUA seriam diferentes se o Sul tivesse vencido a Guerra Civil?,BT6,329
Como você mudaria a história para criar um final diferente?,BT6,330
Como você criaria/projetaria um novo...?,BT6,331
Como você reestruturaria o dia escolar para refletir as necessidades de desenvolvimento das crianças?,BT6,332
Identifique um problema no livro e dê uma solução alternativa que não foi dada pelo autor.,BT6,333
"Se você tivesse acesso a todos os recursos, como lidaria com...?",BT6,334
Integre treinamento de diversas fontes para resolver um problema.,BT6,335
Invente uma máquina para fazer uma tarefa específica.,BT6,336
Justifique sua escolha de estrutura de dados.,BT6,337
Faça um anúncio de rádio que anuncie o livro. Escreva-o.,BT6,338
Crie um novo código de idioma e escreva material usando-o.,BT6,339
Cite um personagem. Reescreva a história do ponto de vista desse personagem.,BT6,340
Organize este livro em três ou mais seções e dê seu próprio subtítulo para cada seção.,BT6,341
Planeje um trabalho de pesquisa sobre um determinado tópico histórico,BT6,342
Preveja as diferenças de um planeta sem mudanças sazonais.,BT6,343
Prepare uma capa que ilustre o tipo de livro e também a história.,BT6,344
Finja que você é um bibliotecário recomendando este livro a alguém. Escreva um parágrafo contando o que você diria.,BT6,345
Revise e processe para melhorar o resultado.,BT6,346
"Depois de projetar um experimento, examinar os resultados e tirar conclusões, determina-se de que maneiras o experimento poderia ser conduzido de forma mais eficaz para tirar conclusões mais produtivas no futuro.",BT5,347
"Após examinar a fita de vídeo de uma jogada de futebol, determine o grau de eficácia do desempenho da equipe defensiva e",BT5,348
"Depois de resolver um problema, determine o grau em que o problema foi resolvido da forma mais eficiente possível",BT5,349
Avaliar dados em apoio a uma hipótese.,BT5,350
Avalie a eficácia do discurso com base nos critérios da turma.,BT5,351
Existem alunos que não devem usar o método Cornell?,BT5,352
Você é uma... pessoa?,BT5,353
Avalie a adequação das conclusões de um autor com base nas evidências fornecidas.,BT5,354
Avalie a importância de entender os padrões sazonais.,BT5,355
Avalie a eficácia relativa de diferentes representações gráficas dos mesmos dados ou conceito biológico.,BT5,356
Avaliar os pontos fortes e fracos das Olimpíadas atuais e recomendar ações que devem ser tomadas nas Olimpíadas futuras: O que pode ser,BT5,357
"Conceda o contrato à melhor proposta. Classifique os princípios de ""boa esportividade"" em ordem de importância para você.",BT5,358
Você pode defender a ideia de que o incidente de Simon com a cabeça de porco é o mais místico da história?,BT5,359
Você pode defender sua posição sobre...?,BT5,360
Escolha um cronograma de pintura para a manutenção de uma estrutura externa? (nível 2),BT5,361
Escolha e ilustre os dois eventos mais importantes da história.,BT5,362
Conclua e apoie qual sistema econômico leva a um padrão de vida mais alto.,BT5,363
Crie um pôster que anuncie seu novo produto alimentício de uma forma emocionante e irresistível.,BT5,364
Critique um projeto experimental ou uma proposta de pesquisa.,BT5,365
"Critique o discurso do outro aluno (ou o seu próprio), com base nos critérios que estudamos neste semestre.",BT5,366
Decida se você é a favor de construir em uma planície de inundação; defenda sua posição em um debate.,BT5,367
"Decida se você poderia ter sobrevivido na ilha, cego e sozinho. Escreva sobre coisas que teriam sido desafiadoras, certificando-se de",BT5,368
Decida se você aprendeu o suficiente sobre eletricidade neste livro.,BT5,369
Decida qual candidato preencheria melhor a posição de diretor.,BT5,370
Decida qual curso de ação foi mais eficaz,BT5,371
 Decidir qual método de resolução de um problema foi mais eficaz,BT5,372
Defenda a seguinte afirmação: O método Cornell funciona tão bem que pode transformar até mesmo uma palestra ruim em uma valiosa experiência de aprendizado.,BT5,373
Defenda o uso de uma estratégia específica para resolver o problema.,BT5,374
Descreva a consequência econômica de uma sociedade neolocal. Apoie sua descrição com informações que você aprendeu neste curso.,BT5,375
Crie um cardápio saudável que você acha que a maioria das pessoas gostaria de usar usando o guia de alimentação saudável.,BT5,376
 Determinar se as ações de um personagem foram heróicas,BT5,377
Você concorda...?,BT5,378
Você acha que... é algo bom ou ruim?,BT5,379
Estabeleça critérios para fazer essa escolha e defenda sua seleção final.,BT5,380
"Avalie uma obra de arte, justificando sua avaliação.",BT5,381
Avalie ações apropriadas e inapropriadas dos personagens.,BT5,382
Avalie jogos de tabuleiro e justifique por que as regras são importantes.,BT5,383
 Avaliar as necessidades de monitoramento de corrosão de uma planta de processamento químico,BT5,384
 Avalie o nível de acoplamento galvânico entre dois metais usando informações cinéticas básicas? (nível 4),BT5,385
Avalie duas fontes de informação da Internet sobre os egípcios. Qual seria uma escolha melhor para seu propósito e por quê?,BT5,386
Avalie se o modelo deles é uma representação verdadeira do ambiente local.,BT5,387
Avalie sua própria redação ou a de um colega em termos dos princípios de composição discutidos durante o semestre.,BT5,388
Analise as posições declaradas pelos dois principais candidatos políticos em relação a uma questão específica e apresente boas razões (com base nos princípios discutidos em aula) pelas quais a posição de um candidato tem mais probabilidade de ser eficaz do que a do outro.,BT5,389
Explique e justifique um novo orçamento.,BT5,390
Explique as escolhas feitas ao fazer recomendações a um usuário final.,BT5,391
"Dado um argumento sobre qualquer posição, enumere as falácias lógicas nesse argumento.",BT5,392
"Dados os dados disponíveis sobre uma questão de pesquisa, tome uma posição e defenda-a.",BT5,393
"Considerando os dados que analisamos sobre este tópico, avalie quão apropriada é esta conclusão e defenda sua resposta.",BT5,394
"Dadas as duas soluções para o problema de programação declarado, classifique as soluções em termos de eficiência e legibilidade.",BT5,395
"Dadas três abordagens possíveis para implementar o sistema definido, discuta as possíveis vantagens e desvantagens de cada abordagem.",BT5,396
"Dadas duas soluções possíveis, A e B, para resolver o problema de desenvolvimento de software dado, decida qual é a melhor solução. Dê sua justificativa.",BT5,397
Quão eficazes são . . .?,BT5,398
Como você decidiria sobre...?,BT5,399
Como você se sentiria se...?,BT5,400
Como você teria lidado com...?,BT5,401
"melhorado, reformado ou rejeitado?",BT5,402
"Em uma determinada situação clínica, selecione a intervenção mais razoável e preveja os principais efeitos e possíveis efeitos colaterais.",BT5,403
Existe uma solução melhor para...?,BT5,404
avaliar qualidades estéticas e relacionamento com valores futuros.,BT5,405
julgue você mesmo o nível de dificuldade.,BT5,406
Julgue o valor de...?,BT5,407
Julgue se seria possível sobreviver em uma ilha sozinho e cego. Escreva sobre isso.,BT5,408
Julgue se os ideais olímpicos são realistas ou irrealistas para o atleta de elite contemporâneo.,BT5,409
Justifique e indique maneiras de prevenir a extinção animal.,BT5,410
Justifique o título O Sol é para Todos.,BT5,411
